Transaction_ID,Date,Merchant,Category,Amount,Payment_Method,Location,Income_Expense,Account_Balance,Year,Month,Month_Name,Quarter,Day_Of_Week,Is_Weekend
100443,2023-05-11,BigBasket,Groceries,857.6,Cash,Mumbai,Expense,-23929.2,2023,5,May,Q2,Thursday,0
100444,2023-05-13,Stationery,Miscellaneous,577.83,Net Banking,Gurugram,Expense,-24507.03,2023,5,May,Q2,Saturday,1
100445,2023-05-13,BookMyShow,Entertainment,155.31,Net Banking,Noida,Expense,-24662.34,2023,5,May,Q2,Saturday,1
100446,2023-05-13,Air India,Travel,12270.29,Cash,New Delhi,Expense,-36932.63,2023,5,May,Q2,Saturday,1
100447,2023-05-13,Uber,Transportation,109.39,Debit Card,Gurugram,Expense,-37042.02,2023,5,May,Q2,Saturday,1
100448,2023-05-14,Apollo Pharmacy,Health,730.2,Net Banking,Noida,Expense,-37772.22,2023,5,May,Q2,Sunday,1
100449,2023-05-14,Campus Canteen,Food & Dining,214.96,Debit Card,Hyderabad,Expense,-37987.18,2023,5,May,Q2,Sunday,1
100450,2023-05-14,McDonald's,Food & Dining,103.57,Net Banking,Hyderabad,Expense,-38090.75,2023,5,May,Q2,Sunday,1
100451,2023-05-14,BigBasket,Groceries,197.45,Cash,Gurugram,Expense,-38288.2,2023,5,May,Q2,Sunday,1
100452,2023-05-14,Blinkit,Groceries,398.24,Credit Card,Online,Expense,-38686.44,2023,5,May,Q2,Sunday,1
100453,2023-05-15,Uber,Transportation,223.05,Cash,Gurugram,Expense,-38909.49,2023,5,May,Q2,Monday,0
100454,2023-05-15,Hostel Laundry,Bills,961.9,Credit Card,Gurugram,Expense,-39871.39,2023,5,May,Q2,Monday,0
100455,2023-05-15,BSES,Bills,732.76,Cash,Online,Expense,-40604.15,2023,5,May,Q2,Monday,0
100456,2023-05-15,Domino's,Food & Dining,274.94,UPI,Gurugram,Expense,-40879.09,2023,5,May,Q2,Monday,0
100457,2023-05-15,BookMyShow,Entertainment,718.17,Cash,New Delhi,Expense,-41597.26,2023,5,May,Q2,Monday,0
100458,2023-05-16,Uber,Transportation,106.75,UPI,Mumbai,Expense,-41704.01,2023,5,May,Q2,Tuesday,0
100459,2023-05-16,BSES,Bills,864.82,Credit Card,Online,Expense,-42568.83,2023,5,May,Q2,Tuesday,0
100460,2023-05-16,Burger King,Food & Dining,347.49,Cash,Hyderabad,Expense,-42916.32,2023,5,May,Q2,Tuesday,0
100461,2023-05-16,Flipkart,Shopping,2391.64,Credit Card,Online,Expense,-45307.96,2023,5,May,Q2,Tuesday,0
100462,2023-05-16,Zerodha,Investment,1763.6,Cash,Online,Expense,-47071.56,2023,5,May,Q2,Tuesday,0
100463,2023-05-17,IndiGo,Travel,16674.79,Credit Card,Mumbai,Expense,-63746.35,2023,5,May,Q2,Wednesday,0
100464,2023-05-17,Campus Canteen,Food & Dining,149.86,Net Banking,Hyderabad,Expense,-63896.21,2023,5,May,Q2,Wednesday,0
100465,2023-05-17,Spotify,Entertainment,512.01,Debit Card,New Delhi,Expense,-64408.22,2023,5,May,Q2,Wednesday,0
100466,2023-05-17,McDonald's,Food & Dining,267.23,Cash,Hyderabad,Expense,-64675.45,2023,5,May,Q2,Wednesday,0
100467,2023-05-18,Reliance Fresh,Groceries,875.84,Cash,Noida,Expense,-65551.29,2023,5,May,Q2,Thursday,0
100468,2023-05-18,PVR Cinemas,Entertainment,366.46,Debit Card,Gurugram,Expense,-65917.75,2023,5,May,Q2,Thursday,0
100469,2023-05-18,BookMyShow,Entertainment,111.35,Debit Card,Noida,Expense,-66029.1,2023,5,May,Q2,Thursday,0
100470,2023-05-18,Printing Shop,Miscellaneous,416.24,UPI,Hyderabad,Expense,-66445.34,2023,5,May,Q2,Thursday,0
100471,2023-05-18,Printing Shop,Miscellaneous,61.8,Cash,New Delhi,Expense,-66507.14,2023,5,May,Q2,Thursday,0
100472,2023-05-18,Domino's,Food & Dining,274.99,Net Banking,Hyderabad,Expense,-66782.13,2023,5,May,Q2,Thursday,0
100473,2023-05-18,Apollo Pharmacy,Health,439.66,Net Banking,New Delhi,Expense,-67221.79,2023,5,May,Q2,Thursday,0
100474,2023-05-19,Chaayos,Food & Dining,142.11,Credit Card,Online,Expense,-67363.9,2023,5,May,Q2,Friday,0
100475,2023-05-19,Rapido,Transportation,199.57,Net Banking,Unknown,Expense,-67563.47,2023,5,May,Q2,Friday,0
100476,2023-05-20,BigBasket,Groceries,330.73,Debit Card,Gurugram,Expense,-67894.2,2023,5,May,Q2,Saturday,1
100477,2023-05-20,Rapido,Transportation,196.87,Debit Card,New Delhi,Expense,-68091.07,2023,5,May,Q2,Saturday,1
100478,2023-05-21,Blinkit,Groceries,879.22,Net Banking,Gurugram,Expense,-68970.29,2023,5,May,Q2,Sunday,1
100479,2023-05-21,Unknown Merchant,Transportation,209.41,Net Banking,Gurugram,Expense,-69179.7,2023,5,May,Q2,Sunday,1
100480,2023-05-21,Printing Shop,Miscellaneous,316.26,UPI,Hyderabad,Expense,-69495.96,2023,5,May,Q2,Sunday,1
100481,2023-05-22,Unknown Merchant,Rent,4838.79,UPI,New Delhi,Expense,-74334.75,2023,5,May,Q2,Monday,0
100482,2023-05-22,Jio,Bills,366.22,Cash,Online,Expense,-74700.97,2023,5,May,Q2,Monday,0
100483,2023-05-22,Unknown Merchant,Bills,305.03,Cash,New Delhi,Expense,-75006.0,2023,5,May,Q2,Monday,0
100484,2023-05-23,Hostel Laundry,Bills,927.48,UPI,Gurugram,Expense,-75933.48,2023,5,May,Q2,Tuesday,0
100485,2023-05-23,NPS,Investment,1228.62,Cash,Hyderabad,Expense,-77162.1,2023,5,May,Q2,Tuesday,0
100486,2023-05-23,Groww,Investment,1654.06,Cash,Gurugram,Expense,-78816.16,2023,5,May,Q2,Tuesday,0
100487,2023-05-23,Blinkit,Groceries,840.29,Net Banking,New Delhi,Expense,-79656.45,2023,5,May,Q2,Tuesday,0
100488,2023-05-24,Myntra Refund,Refund,1764.89,UPI,Online,Income,-77891.56,2023,5,May,Q2,Wednesday,0
100489,2023-05-24,Zomato,Food & Dining,336.1,Cash,Hyderabad,Expense,-78227.66,2023,5,May,Q2,Wednesday,0
100490,2023-05-24,Swiggy,Food & Dining,131.31,Cash,Noida,Expense,-78358.97,2023,5,May,Q2,Wednesday,0
100491,2023-05-24,Ola,Transportation,199.21,Net Banking,Hyderabad,Expense,-78558.18,2023,5,May,Q2,Wednesday,0
100492,2023-05-24,Zomato,Food & Dining,296.01,Net Banking,Noida,Expense,-78854.19,2023,5,May,Q2,Wednesday,0
100493,2023-05-24,Ajio,Shopping,343.62,Net Banking,Noida,Expense,-79197.81,2023,5,May,Q2,Wednesday,0
100494,2023-05-25,Udemy,Education,1029.81,UPI,Hyderabad,Expense,-80227.62,2023,5,May,Q2,Thursday,0
100495,2023-05-25,Printing Shop,Miscellaneous,204.34,UPI,Hyderabad,Expense,-80431.96,2023,5,May,Q2,Thursday,0
100496,2023-05-25,Burger King,Food & Dining,110.84,Debit Card,Hyderabad,Expense,-80542.8,2023,5,May,Q2,Thursday,0
100497,2023-05-26,Flipkart,Shopping,1766.57,UPI,New Delhi,Expense,-82309.37,2023,5,May,Q2,Friday,0
100498,2023-05-26,Delhi Metro,Transportation,162.64,Cash,Gurugram,Expense,-82472.01,2023,5,May,Q2,Friday,0
100499,2023-05-26,Netflix,Entertainment,351.67,UPI,Noida,Expense,-82823.68,2023,5,May,Q2,Friday,0
100500,2023-05-27,Campus Canteen,Food & Dining,308.61,UPI,New Delhi,Expense,-83132.29,2023,5,May,Q2,Saturday,1
100501,2023-05-27,Chaayos,Food & Dining,144.93,Cash,Mumbai,Expense,-83277.22,2023,5,May,Q2,Saturday,1
100502,2023-05-27,Myntra,Shopping,1639.07,Net Banking,Hyderabad,Expense,-84916.29,2023,5,May,Q2,Saturday,1
100503,2023-05-27,Rapido,Transportation,63.03,Net Banking,New Delhi,Expense,-84979.32,2023,5,May,Q2,Saturday,1
100504,2023-05-27,IndiGo,Travel,2783.72,Debit Card,New Delhi,Expense,-87763.04,2023,5,May,Q2,Saturday,1
100505,2023-05-28,BigBasket,Groceries,174.68,UPI,Noida,Expense,-87937.72,2023,5,May,Q2,Sunday,1
100506,2023-05-28,Hostel Laundry,Bills,962.88,UPI,Gurugram,Expense,-88900.6,2023,5,May,Q2,Sunday,1
100507,2023-05-28,Ajio,Shopping,405.61,Cash,Noida,Expense,-89306.21,2023,5,May,Q2,Sunday,1
100508,2023-05-28,Blinkit,Groceries,346.77,Net Banking,Mumbai,Expense,-89652.98,2023,5,May,Q2,Sunday,1
100509,2023-06-01,IIT Delhi,Salary/Stipend,14698.39,Net Banking,New Delhi,Income,-74954.59,2023,6,June,Q2,Thursday,0
100510,2023-06-01,Swiggy,Food & Dining,299.44,Credit Card,Unknown,Expense,-75254.03,2023,6,June,Q2,Thursday,0
100511,2023-06-01,Delhi Metro,Transportation,82.2,Net Banking,Noida,Expense,-75336.23,2023,6,June,Q2,Thursday,0
100512,2023-06-02,Parents,Family Support,42243.99,Net Banking,Hyderabad,Income,-33092.24,2023,6,June,Q2,Friday,0
100513,2023-06-02,Swiggy,Food & Dining,150.79,Cash,Hyderabad,Expense,-33243.03,2023,6,June,Q2,Friday,0
100514,2023-06-02,Ola,Transportation,135.47,Credit Card,Hyderabad,Expense,-33378.5,2023,6,June,Q2,Friday,0
100515,2023-06-02,Zomato,Food & Dining,90.25,Net Banking,Noida,Expense,-33468.75,2023,6,June,Q2,Friday,0
100516,2023-06-03,Printing Shop,Miscellaneous,318.67,Cash,Noida,Expense,-33787.42,2023,6,June,Q2,Saturday,1
100517,2023-06-03,Domino's,Food & Dining,177.32,Credit Card,New Delhi,Expense,-33964.74,2023,6,June,Q2,Saturday,1
100518,2023-06-03,Burger King,Food & Dining,252.28,UPI,Gurugram,Expense,-34217.02,2023,6,June,Q2,Saturday,1
100519,2023-06-03,Air India,Travel,16108.25,Debit Card,Gurugram,Expense,-50325.27,2023,6,June,Q2,Saturday,1
100520,2023-06-04,Hostel Fee,Rent,5791.57,UPI,New Delhi,Expense,-56116.84,2023,6,June,Q2,Sunday,1
100521,2023-06-04,Netflix,Entertainment,288.14,Debit Card,Online,Expense,-56404.98,2023,6,June,Q2,Sunday,1
100522,2023-06-05,Jio,Bills,282.58,Credit Card,New Delhi,Expense,-56687.56,2023,6,June,Q2,Monday,0
100523,2023-06-05,Rapido,Transportation,222.63,Credit Card,Mumbai,Expense,-56910.19,2023,6,June,Q2,Monday,0
100524,2023-06-05,Reliance Fresh,Groceries,437.23,UPI,Hyderabad,Expense,-57347.42,2023,6,June,Q2,Monday,0
100525,2023-06-05,NPS,Investment,2931.4,Debit Card,New Delhi,Expense,-60278.82,2023,6,June,Q2,Monday,0
100526,2023-06-05,Zomato,Food & Dining,258.86,Debit Card,Gurugram,Expense,-60537.68,2023,6,June,Q2,Monday,0
100527,2023-06-05,Swiggy,Food & Dining,311.27,Credit Card,Gurugram,Expense,-60848.95,2023,6,June,Q2,Monday,0
100528,2023-06-05,Unknown Merchant,Transportation,122.58,Net Banking,Hyderabad,Expense,-60971.53,2023,6,June,Q2,Monday,0
100529,2023-06-05,McDonald's,Food & Dining,155.54,Credit Card,Mumbai,Expense,-61127.07,2023,6,June,Q2,Monday,0
100530,2023-06-05,Chaayos,Food & Dining,270.27,UPI,Hyderabad,Expense,-61397.34,2023,6,June,Q2,Monday,0
100531,2023-06-05,BigBasket,Groceries,852.52,UPI,Noida,Expense,-62249.86,2023,6,June,Q2,Monday,0
100532,2023-06-06,Stationery,Miscellaneous,543.54,UPI,Mumbai,Expense,-62793.4,2023,6,June,Q2,Tuesday,0
100533,2023-06-06,PVR Cinemas,Entertainment,604.54,Credit Card,Mumbai,Expense,-63397.94,2023,6,June,Q2,Tuesday,0
100534,2023-06-06,Delhi Metro,Transportation,47.58,Net Banking,New Delhi,Expense,-63445.52,2023,6,June,Q2,Tuesday,0
100535,2023-06-06,Domino's,Food & Dining,264.47,Credit Card,Noida,Expense,-63709.99,2023,6,June,Q2,Tuesday,0
100536,2023-06-06,Rapido,Transportation,94.2,Cash,Mumbai,Expense,-63804.19,2023,6,June,Q2,Tuesday,0
100537,2023-06-07,McDonald's,Food & Dining,105.7,UPI,Noida,Expense,-63909.89,2023,6,June,Q2,Wednesday,0
100538,2023-06-07,Campus Canteen,Food & Dining,174.82,Credit Card,Online,Expense,-64084.71,2023,6,June,Q2,Wednesday,0
100539,2023-06-07,Airtel,Bills,586.62,UPI,Noida,Expense,-64671.33,2023,6,June,Q2,Wednesday,0
100540,2023-06-07,Ola,Transportation,137.6,Net Banking,Gurugram,Expense,-64808.93,2023,6,June,Q2,Wednesday,0
100541,2023-06-07,Ola,Transportation,37.18,Net Banking,New Delhi,Expense,-64846.11,2023,6,June,Q2,Wednesday,0
100542,2023-06-07,Blinkit,Groceries,873.48,Debit Card,Online,Expense,-65719.59,2023,6,June,Q2,Wednesday,0
100543,2023-06-08,McDonald's,Food & Dining,322.44,Cash,New Delhi,Expense,-66042.03,2023,6,June,Q2,Thursday,0
100544,2023-06-08,Uber,Transportation,239.29,Credit Card,New Delhi,Expense,-66281.32,2023,6,June,Q2,Thursday,0
100545,2023-06-08,BookMyShow,Entertainment,617.7,Debit Card,Hyderabad,Expense,-66899.02,2023,6,June,Q2,Thursday,0
100546,2023-06-08,Burger King,Food & Dining,190.71,Debit Card,Mumbai,Expense,-67089.73,2023,6,June,Q2,Thursday,0
100547,2023-06-08,Zomato,Food & Dining,290.86,Credit Card,Online,Expense,-67380.59,2023,6,June,Q2,Thursday,0
100548,2023-06-08,Ola,Transportation,154.32,UPI,Noida,Expense,-67534.91,2023,6,June,Q2,Thursday,0
100549,2023-06-09,Swiggy,Food & Dining,298.89,Cash,Hyderabad,Expense,-67833.8,2023,6,June,Q2,Friday,0
100550,2023-06-10,Airtel,Bills,893.3,Debit Card,Noida,Expense,-68727.1,2023,6,June,Q2,Saturday,1
100551,2023-06-10,Delhi Metro,Transportation,31.26,Credit Card,New Delhi,Expense,-68758.36,2023,6,June,Q2,Saturday,1
100552,2023-06-10,BSES,Bills,292.89,Credit Card,Noida,Expense,-69051.25,2023,6,June,Q2,Saturday,1
100553,2023-06-11,Domino's,Food & Dining,327.28,UPI,Hyderabad,Expense,-69378.53,2023,6,June,Q2,Sunday,1
100554,2023-06-11,Amazon,Shopping,2223.7,Cash,Mumbai,Expense,-71602.23,2023,6,June,Q2,Sunday,1
100555,2023-06-11,Burger King,Food & Dining,209.06,Credit Card,Noida,Expense,-71811.29,2023,6,June,Q2,Sunday,1
100556,2023-06-12,BookMyShow,Entertainment,586.29,Cash,Gurugram,Expense,-72397.58,2023,6,June,Q2,Monday,0
100557,2023-06-12,Zomato,Food & Dining,203.32,Debit Card,Hyderabad,Expense,-72600.9,2023,6,June,Q2,Monday,0
100558,2023-06-12,Ajio,Shopping,2411.26,Net Banking,New Delhi,Expense,-75012.16,2023,6,June,Q2,Monday,0
100559,2023-06-13,PVR Cinemas,Entertainment,512.7,Cash,Gurugram,Expense,-75524.86,2023,6,June,Q2,Tuesday,0
100560,2023-06-13,DMart,Groceries,627.91,Net Banking,Hyderabad,Expense,-76152.77,2023,6,June,Q2,Tuesday,0
100561,2023-06-13,Myntra,Shopping,2333.59,Debit Card,Online,Expense,-78486.36,2023,6,June,Q2,Tuesday,0
100562,2023-06-13,BSES,Bills,1180.93,Credit Card,Noida,Expense,-79667.29,2023,6,June,Q2,Tuesday,0
100563,2023-06-15,Apollo Pharmacy,Health,368.57,Cash,Noida,Expense,-80035.86,2023,6,June,Q2,Thursday,0
100564,2023-06-15,Airtel,Bills,671.39,UPI,Mumbai,Expense,-80707.25,2023,6,June,Q2,Thursday,0
100565,2023-06-15,Domino's,Food & Dining,124.38,Cash,New Delhi,Expense,-80831.63,2023,6,June,Q2,Thursday,0
100566,2023-06-16,Zerodha,Investment,2562.12,Debit Card,Gurugram,Expense,-83393.75,2023,6,June,Q2,Friday,0
100567,2023-06-16,DMart,Groceries,279.58,UPI,Hyderabad,Expense,-83673.33,2023,6,June,Q2,Friday,0
100568,2023-06-16,Domino's,Food & Dining,83.06,Net Banking,Hyderabad,Expense,-83756.39,2023,6,June,Q2,Friday,0
100569,2023-06-16,Hostel Laundry,Bills,812.01,Net Banking,Online,Expense,-84568.4,2023,6,June,Q2,Friday,0
100570,2023-06-16,Delhi Metro,Transportation,145.24,Net Banking,Hyderabad,Expense,-84713.64,2023,6,June,Q2,Friday,0
100571,2023-06-17,Hostel Fee,Rent,4714.28,Net Banking,Mumbai,Expense,-89427.92,2023,6,June,Q2,Saturday,1
100572,2023-06-17,Stationery,Miscellaneous,127.96,Net Banking,Online,Expense,-89555.88,2023,6,June,Q2,Saturday,1
100573,2023-06-18,Ola,Transportation,167.32,Debit Card,New Delhi,Expense,-89723.2,2023,6,June,Q2,Sunday,1
100574,2023-06-18,NPS,Investment,2636.5,Net Banking,Noida,Expense,-92359.7,2023,6,June,Q2,Sunday,1
100575,2023-06-18,Delhi Metro,Transportation,182.65,Credit Card,Mumbai,Expense,-92542.35,2023,6,June,Q2,Sunday,1
100576,2023-06-19,Rapido,Transportation,152.92,Debit Card,Mumbai,Expense,-92695.27,2023,6,June,Q2,Monday,0
100577,2023-06-19,Campus Canteen,Food & Dining,107.78,UPI,Noida,Expense,-92803.05,2023,6,June,Q2,Monday,0
100578,2023-06-19,Zerodha,Investment,626.59,Cash,Online,Expense,-93429.64,2023,6,June,Q2,Monday,0
100579,2023-06-19,Burger King,Food & Dining,269.15,Credit Card,Hyderabad,Expense,-93698.79,2023,6,June,Q2,Monday,0
100580,2023-06-19,Gift Shop,Miscellaneous,761.59,Net Banking,New Delhi,Expense,-94460.38,2023,6,June,Q2,Monday,0
100581,2023-06-20,Jio,Bills,685.51,Debit Card,Mumbai,Expense,-95145.89,2023,6,June,Q2,Tuesday,0
100582,2023-06-20,Practo,Health,297.18,UPI,Gurugram,Expense,-95443.07,2023,6,June,Q2,Tuesday,0
100583,2023-06-21,Myntra Refund,Refund,1640.34,UPI,New Delhi,Income,-93802.73,2023,6,June,Q2,Wednesday,0
100584,2023-06-21,Delhi Metro,Transportation,52.7,Cash,Online,Expense,-93855.43,2023,6,June,Q2,Wednesday,0
100585,2023-06-21,BookMyShow,Entertainment,132.16,UPI,New Delhi,Expense,-93987.59,2023,6,June,Q2,Wednesday,0
100586,2023-06-21,Hostel Fee,Rent,5864.11,Credit Card,Gurugram,Expense,-99851.7,2023,6,June,Q2,Wednesday,0
100587,2023-06-21,Netflix,Entertainment,273.45,Credit Card,Hyderabad,Expense,-100125.15,2023,6,June,Q2,Wednesday,0
100588,2023-06-21,Ajio,Shopping,1856.55,Credit Card,Gurugram,Expense,-101981.7,2023,6,June,Q2,Wednesday,0
100589,2023-06-21,Uber,Transportation,164.97,Net Banking,Hyderabad,Expense,-102146.67,2023,6,June,Q2,Wednesday,0
100590,2023-06-21,Coursera,Education,1456.79,Cash,Mumbai,Expense,-103603.46,2023,6,June,Q2,Wednesday,0
100591,2023-06-21,Uber,Transportation,93.49,Debit Card,Online,Expense,-103696.95,2023,6,June,Q2,Wednesday,0
100592,2023-06-23,Myntra,Shopping,811.77,Credit Card,Mumbai,Expense,-104508.72,2023,6,June,Q2,Friday,0
100593,2023-06-23,Ola,Transportation,90.27,Cash,Mumbai,Expense,-104598.99,2023,6,June,Q2,Friday,0
100594,2023-06-23,Uber,Transportation,34.69,Cash,Online,Expense,-104633.68,2023,6,June,Q2,Friday,0
100595,2023-06-23,Swiggy,Food & Dining,136.61,Debit Card,Gurugram,Expense,-104770.29,2023,6,June,Q2,Friday,0
100596,2023-06-24,Chaayos,Food & Dining,183.43,UPI,New Delhi,Expense,-104953.72,2023,6,June,Q2,Saturday,1
100597,2023-06-24,Blinkit,Groceries,532.14,Debit Card,Mumbai,Expense,-105485.86,2023,6,June,Q2,Saturday,1
100598,2023-06-24,Coursera,Education,1308.61,Net Banking,New Delhi,Expense,-106794.47,2023,6,June,Q2,Saturday,1
100599,2023-06-24,Campus Canteen,Food & Dining,165.86,Net Banking,Hyderabad,Expense,-106960.33,2023,6,June,Q2,Saturday,1
100600,2023-06-25,DMart,Groceries,625.22,Cash,Hyderabad,Expense,-107585.55,2023,6,June,Q2,Sunday,1
100601,2023-06-25,Rapido,Transportation,183.9,Cash,Mumbai,Expense,-107769.45,2023,6,June,Q2,Sunday,1
100602,2023-06-25,MakeMyTrip,Travel,12425.57,Credit Card,Noida,Expense,-120195.02,2023,6,June,Q2,Sunday,1
100603,2023-06-26,Zomato,Food & Dining,107.51,UPI,New Delhi,Expense,-120302.53,2023,6,June,Q2,Monday,0
100604,2023-06-26,Zerodha,Investment,2591.74,Net Banking,Gurugram,Expense,-122894.27,2023,6,June,Q2,Monday,0
100605,2023-06-26,Delhi Metro,Transportation,60.82,UPI,New Delhi,Expense,-122955.09,2023,6,June,Q2,Monday,0
100606,2023-06-26,Burger King,Food & Dining,165.92,Credit Card,Mumbai,Expense,-123121.01,2023,6,June,Q2,Monday,0
100607,2023-06-27,Uber,Transportation,165.89,Net Banking,Mumbai,Expense,-123286.9,2023,6,June,Q2,Tuesday,0
100608,2023-06-27,Printing Shop,Miscellaneous,249.9,UPI,Noida,Expense,-123536.8,2023,6,June,Q2,Tuesday,0
100609,2023-06-28,Uber,Transportation,151.73,Credit Card,Online,Expense,-123688.53,2023,6,June,Q2,Wednesday,0
100610,2023-06-28,Practo,Health,1787.23,Credit Card,Mumbai,Expense,-125475.76,2023,6,June,Q2,Wednesday,0
100611,2023-06-28,Airtel,Bills,1055.8,Cash,Mumbai,Expense,-126531.56,2023,6,June,Q2,Wednesday,0
100612,2023-06-28,Rapido,Transportation,47.74,Credit Card,Online,Expense,-126579.3,2023,6,June,Q2,Wednesday,0
100613,2023-06-28,Practo,Health,324.37,Cash,Gurugram,Expense,-126903.67,2023,6,June,Q2,Wednesday,0
100614,2023-06-28,Unknown Merchant,Groceries,191.58,Debit Card,Noida,Expense,-127095.25,2023,6,June,Q2,Wednesday,0
100615,2023-06-28,Netflix,Entertainment,101.8,Credit Card,New Delhi,Expense,-127197.05,2023,6,June,Q2,Wednesday,0
100616,2023-06-28,Burger King,Food & Dining,142.5,Cash,Mumbai,Expense,-127339.55,2023,6,June,Q2,Wednesday,0
100617,2023-06-28,BigBasket,Groceries,246.59,UPI,New Delhi,Expense,-127586.14,2023,6,June,Q2,Wednesday,0
100618,2023-07-01,IIT Delhi,Salary/Stipend,16722.12,Net Banking,New Delhi,Income,-110864.02,2023,7,July,Q3,Saturday,1
100619,2023-07-01,Jio,Bills,761.26,Debit Card,Hyderabad,Expense,-111625.28,2023,7,July,Q3,Saturday,1
100620,2023-07-01,BigBasket,Groceries,697.99,Net Banking,Noida,Expense,-112323.27,2023,7,July,Q3,Saturday,1
100621,2023-07-02,Parents,Family Support,25962.95,Net Banking,Hyderabad,Income,-86360.32,2023,7,July,Q3,Sunday,1
100622,2023-07-02,Unknown Merchant,Transportation,35.02,Debit Card,Online,Expense,-86395.34,2023,7,July,Q3,Sunday,1
100623,2023-07-02,Burger King,Food & Dining,224.38,UPI,Mumbai,Expense,-86619.72,2023,7,July,Q3,Sunday,1
100624,2023-07-02,Campus Canteen,Food & Dining,305.75,UPI,Online,Expense,-86925.47,2023,7,July,Q3,Sunday,1
100625,2023-07-02,Chaayos,Food & Dining,127.17,Debit Card,Gurugram,Expense,-87052.64,2023,7,July,Q3,Sunday,1
100626,2023-07-03,Domino's,Food & Dining,334.3,Net Banking,Hyderabad,Expense,-87386.94,2023,7,July,Q3,Monday,0
100627,2023-07-03,Domino's,Food & Dining,81.03,Net Banking,Online,Expense,-87467.97,2023,7,July,Q3,Monday,0
100628,2023-07-03,Reliance Fresh,Groceries,722.68,Net Banking,Online,Expense,-88190.65,2023,7,July,Q3,Monday,0
100629,2023-07-04,Hostel Fee,Rent,5068.07,UPI,New Delhi,Expense,-93258.72,2023,7,July,Q3,Tuesday,0
100630,2023-07-04,Airtel,Bills,1161.31,Net Banking,New Delhi,Expense,-94420.03,2023,7,July,Q3,Tuesday,0
100631,2023-07-04,Gate Academy,Education,986.6,Net Banking,Hyderabad,Expense,-95406.63,2023,7,July,Q3,Tuesday,0
100632,2023-07-04,Chaayos,Food & Dining,104.03,Net Banking,Mumbai,Expense,-95510.66,2023,7,July,Q3,Tuesday,0
100633,2023-07-04,Unknown Merchant,Groceries,675.44,Credit Card,Online,Expense,-96186.1,2023,7,July,Q3,Tuesday,0
100634,2023-07-05,Spotify,Entertainment,178.76,Net Banking,Hyderabad,Expense,-96364.86,2023,7,July,Q3,Wednesday,0
100635,2023-07-05,LeetCode,Education,2470.63,Credit Card,New Delhi,Expense,-98835.49,2023,7,July,Q3,Wednesday,0
100636,2023-07-05,Zomato,Food & Dining,140.57,UPI,Hyderabad,Expense,-98976.06,2023,7,July,Q3,Wednesday,0
100637,2023-07-06,Zerodha,Investment,685.5,Credit Card,Mumbai,Expense,-99661.56,2023,7,July,Q3,Thursday,0
100638,2023-07-06,Campus Canteen,Food & Dining,86.95,Debit Card,New Delhi,Expense,-99748.51,2023,7,July,Q3,Thursday,0
100639,2023-07-06,Rapido,Transportation,156.63,Net Banking,Hyderabad,Expense,-99905.14,2023,7,July,Q3,Thursday,0
100640,2023-07-06,BigBasket,Groceries,623.27,UPI,New Delhi,Expense,-100528.41,2023,7,July,Q3,Thursday,0
100641,2023-07-06,Uber,Transportation,114.24,Net Banking,Online,Expense,-100642.65,2023,7,July,Q3,Thursday,0
100642,2023-07-06,Burger King,Food & Dining,253.72,Cash,Online,Expense,-100896.37,2023,7,July,Q3,Thursday,0
100643,2023-07-07,Zomato,Food & Dining,107.34,Cash,Mumbai,Expense,-101003.71,2023,7,July,Q3,Friday,0
100644,2023-07-07,Chaayos,Food & Dining,345.78,Credit Card,Noida,Expense,-101349.49,2023,7,July,Q3,Friday,0
100645,2023-07-07,Rapido,Transportation,168.48,Net Banking,Online,Expense,-101517.97,2023,7,July,Q3,Friday,0
100646,2023-07-07,Udemy,Education,363.69,UPI,Noida,Expense,-101881.66,2023,7,July,Q3,Friday,0
100647,2023-07-07,Ajio,Shopping,1282.75,Debit Card,Mumbai,Expense,-103164.41,2023,7,July,Q3,Friday,0
100648,2023-07-07,LeetCode,Education,631.71,Cash,Hyderabad,Expense,-103796.12,2023,7,July,Q3,Friday,0
100649,2023-07-08,Coursera,Education,1029.29,Cash,Gurugram,Expense,-104825.41,2023,7,July,Q3,Saturday,1
100650,2023-07-09,DMart,Groceries,319.68,Credit Card,Mumbai,Expense,-105145.09,2023,7,July,Q3,Sunday,1
100651,2023-07-09,Uber,Transportation,57.61,Debit Card,New Delhi,Expense,-105202.7,2023,7,July,Q3,Sunday,1
100652,2023-07-09,PVR Cinemas,Entertainment,331.92,Cash,New Delhi,Expense,-105534.62,2023,7,July,Q3,Sunday,1
100653,2023-07-09,Blinkit,Groceries,242.7,Credit Card,Noida,Expense,-105777.32,2023,7,July,Q3,Sunday,1
100654,2023-07-09,Chaayos,Food & Dining,133.93,Net Banking,Noida,Expense,-105911.25,2023,7,July,Q3,Sunday,1
100655,2023-07-09,Coursera,Education,2401.2,Debit Card,Gurugram,Expense,-108312.45,2023,7,July,Q3,Sunday,1
100656,2023-07-10,Swiggy,Food & Dining,308.36,Debit Card,Gurugram,Expense,-108620.81,2023,7,July,Q3,Monday,0
100657,2023-07-10,Stationery,Miscellaneous,719.28,Credit Card,Hyderabad,Expense,-109340.09,2023,7,July,Q3,Monday,0
100658,2023-07-10,Gift Shop,Miscellaneous,522.73,UPI,Mumbai,Expense,-109862.82,2023,7,July,Q3,Monday,0
