Transaction_ID,Date,Merchant,Category,Amount,Payment_Method,Location,Income_Expense,Account_Balance
100567,16/06/2023,DMart,Groceries,279.58,UPI,Hyderabad,Expense,-83673.33
100568,16-Jun-2023,Domino's,food & dining,83.06,  Net Banking ,Hyderabad,Expense,-83756.39
100569,16/06/2023,Hostel Laundry,Bills,812.01,Net Banking,Online,Expense,-84568.4
100570,2023-06-16,Delhi Metro,Transportation,145.24,Net Banking,Hyderabad,Expense,-84713.64
100571,17/06/2023,Hostel Fee,Rent,4714.28,Net Banking,Mumbai,Expense,-89427.92
100572,2023-06-17,Stationery,Miscellaneous,127.96,,Online,Expense,-89555.88
100573,2023-06-18,Ola,Transport,167.32,Debit Card,New Delhi,Expense,-89723.2
100574,18/06/2023,NPS,Investment,2636.5,Net Banking,Noida,Expense,-92359.7
100575,18/06/2023,Delhi Metro,Transportation,182.65,Credit Card,Mumbai,Expense,-92542.35
100576,2023-06-19,Rapido,Commute,152.92,Debit Card,Mumbai,Expense,-92695.27
100577,19-Jun-2023,Campus Canteen,Food & Dining,107.78,UPI,Noida,Expense,-92803.05
100578,19/06/2023,Zerodha,Investment,626.59,Cash,Online,Expense,-93429.64
100579,19/06/2023,Burger King,Food & Dining,269.15,Credit Card,Hyderabad,Expense,-93698.79
100580,19/06/2023,Gift Shop,Miscellaneous,761.59,Net Banking,New Delhi,Expense,-94460.38
100581,2023-06-20,Jio,Bills,685.51,Debit Card,Mumbai,Expense,-95145.89
100582,2023-06-20,Practo,Health,297.18,UPI,Gurugram,Expense,-95443.07
100583,21/06/2023,Myntra Refund,Refund,1640.34,UPI,New Delhi,Income,-93802.73
100584,21/06/2023,Delhi Metro,Transportation,52.7,Cash,Online,Expense,-93855.43
100585,2023-06-21,BookMyShow,Entertainment,132.16,UPI,New Delhi,Expense,-93987.59
100586,2023-06-21,Hostel Fee,Rent,5864.11,Credit Card,Gurugram,Expense,-99851.7
100587,21/06/2023,Netflix,entertainment,273.45,Credit Card,Hyderabad,Expense,-100125.15
100588,21-Jun-2023,Ajio,Shopping,1856.55,Credit Card,Gurugram,Expense,-101981.7
100589,21-Jun-2023,Uber,Transportation,164.97,Net Banking,Hyderabad,Expense,-102146.67
100590,2023-06-21,Coursera,Education,1456.79,Cash,Mumbai,Expense,-103603.46
100591,21/06/2023,Uber,Transportation,93.49,Debit Card,Online,Expense,-103696.95
100592,23/06/2023,Myntra,Shopping,811.77,Credit Card,Mumbai,Expense,-104508.72
100593,2023-06-23,Ola,Transportation,90.27,Cash,Mumbai,Expense,-104598.99
100594,23-Jun-2023,Uber,Transportation,34.69,Cash,Online,Expense,-104633.68
100595,23/06/2023,Swiggy,Food & Dining,136.61,Debit Card,Gurugram,Expense,-104770.29
100596,2023-06-24,Chaayos,Food & Dining,183.43,UPI,New Delhi,Expense,-104953.72
100597,24-Jun-2023,Blinkit,Groceries,532.14,Debit Card,Mumbai,Expense,-105485.86
100598,2023-06-24,Coursera,Education,1308.61,Net Banking,New Delhi,Expense,-106794.47
100599,24-Jun-2023,Campus Canteen,Dining,165.86,,Hyderabad,Expense,-106960.33
100600,2023-06-25,DMart,Groceries,625.22,Cash,Hyderabad,Expense,-107585.55
100601,25-Jun-2023,Rapido,Transport,183.9,Cash,Mumbai,Expense,-107769.45
100602,25/06/2023,MakeMyTrip,Travel,12425.57,Credit Card,Noida,Expense,-120195.02
100603,2023-06-26,Zomato,Food & Dining,107.51,UPI,New Delhi,Expense,-120302.53
100604,2023-06-26,Zerodha,Investment,2591.74,Net Banking,Gurugram,Expense,-122894.27
100605,2023-06-26,Delhi Metro,Transportation,60.82,UPI,New Delhi,Expense,-122955.09
100606,26-Jun-2023,Burger King,Food & Dining,165.92,Credit Card,Mumbai,Expense,-123121.01
100607,2023-06-27,Uber,Transportation,165.89,,Mumbai,Expense,-123286.9
100608,2023-06-27,Printing Shop,Miscellaneous,249.9,UPI,Noida,Expense,-123536.8
100609,28/06/2023,Uber,Commute,151.73,Credit Card,Online,Expense,-123688.53
100610,28/06/2023,Practo,Health,1787.23,Credit Card,Mumbai,Expense,-125475.76
100611,28/06/2023,Airtel,Bills,1055.8,Cash,Mumbai,Expense,-126531.56
100612,2023-06-28,Rapido,Commute,47.74,Credit Card,Online,Expense,-126579.3
100613,28-Jun-2023,Practo,Health,324.37,Cash,Gurugram,Expense,-126903.67
100614,28-Jun-2023,,Groceries,191.58,Debit Card,Noida,Expense,-127095.25
100615,28/06/2023,Netflix,Entertainment,101.8,Credit Card,New Delhi,Expense,-127197.05
100616,2023-06-28,Burger King,food & dining,142.5,Cash,Mumbai,Expense,-127339.55
100617,2023-06-28,BigBasket,Groceries,246.59,UPI,New Delhi,Expense,-127586.14
100618,2023-07-01,IIT Delhi,Salary/Stipend,16722.12,Net Banking,New Delhi,Income,-110864.02
100619,01-Jul-2023,Jio,Bills,761.26,Debit Card,Hyderabad,Expense,-111625.28
100620,01-Jul-2023,BigBasket,Groceries,-697.99,Net Banking,Noida,Expense,-112323.27
100621,02/07/2023,Parents,Family Support,25962.95,Net Banking,Hyderabad,Income,-86360.32
100622,02-Jul-2023,,Transportation,35.02,Debit Card,Online,Expense,-86395.34
100622,2023-07-02,,Transportation,35.02,Debit Card,Online,Expense,-86395.34
100623,02-Jul-2023,Burger King,Food & Dining,224.38,UPI,Mumbai,Expense,-86619.72
100624,2023-07-02,Campus Canteen,Food & Dining,305.75,UPI,Online,Expense,-86925.47
100625,02/07/2023,Chaayos,Food & Dining,127.17,Debit Card,Gurugram,Expense,-87052.64
100626,2023-07-03,Domino's,Food & Dining,334.3,Net Banking,Hyderabad,Expense,-87386.94
100627,03-Jul-2023,Domino's,FOOD,81.03,Net Banking,Online,Expense,-87467.97
100628,2023-07-03,Reliance Fresh,Groceries,722.68,Net Banking,Online,Expense,-88190.65
100629,04-Jul-2023,Hostel Fee,Rent,5068.07,UPI,New Delhi,Expense,-93258.72
100630,04/07/2023,Airtel,utilities,1161.31,Net Banking,New Delhi,Expense,-94420.03
100631,04-Jul-2023,Gate Academy,Education,986.6,Net Banking,Hyderabad,Expense,-95406.63
100632,2023-07-04,Chaayos,Food & Dining,104.03,Net Banking,Mumbai,Expense,-95510.66
100633,04/07/2023,,Groceries,675.44,Credit Card,Online,Expense,-96186.1
100633,04/07/2023,,Groceries,675.44,Credit Card,Online,Expense,-96186.1
100634,05-Jul-2023,Spotify,Entertainment,178.76,Net Banking,Hyderabad,Expense,-96364.86
100635,2023-07-05,LeetCode,Education,2470.63,Credit Card,New Delhi,Expense,-98835.49
100636,05-Jul-2023,Zomato,Dining,-140.57,UPI,Hyderabad,Expense,-98976.06
100637,2023-07-06,Zerodha,Investment,685.5,Credit Card,Mumbai,Expense,-99661.56
100638,06/07/2023,Campus Canteen,Food & Dining,-86.95,Debit Card,New Delhi,Expense,-99748.51
100639,2023-07-06,Rapido,Transportation,156.63,Net Banking,Hyderabad,Expense,-99905.14
100640,06-Jul-2023,BigBasket,Groceries,623.27,UPI,New Delhi,Expense,-100528.41
100641,2023-07-06,Uber,Transportation,114.24,Net Banking,Online,Expense,-100642.65
100642,06-Jul-2023,Burger King,Food & Dining,253.72,Cash,Online,Expense,-100896.37
100643,2023-07-07,Zomato,food & dining,107.34,Cash,Mumbai,Expense,-101003.71
100644,07/07/2023,Chaayos,Food & Dining,345.78,Credit Card,Noida,Expense,-101349.49
100645,07/07/2023,  Rapido ,  Transportation ,168.48,,  Online ,Expense,-101517.97
100646,2023-07-07,Udemy,Education,363.69,UPI,Noida,Expense,-101881.66
100647,07/07/2023,Ajio,Shopping,1282.75,Debit Card,Mumbai,Expense,-103164.41
100648,07-Jul-2023,LeetCode,Education,631.71,Cash,Hyderabad,Expense,-103796.12
100649,2023-07-08,Coursera,Education,1029.29,Cash,Gurugram,Expense,-104825.41
100650,09-Jul-2023,DMart,Groceries,319.68,Credit Card,Mumbai,Expense,-105145.09
100651,09-Jul-2023,Uber,Transportation,57.61,Debit Card,New Delhi,Expense,-105202.7
100652,2023-07-09,PVR Cinemas,Entertainment,331.92,Cash,New Delhi,Expense,-105534.62
100653,2023-07-09,Blinkit,Groceries,242.7,Credit Card,Noida,Expense,-105777.32
100654,09/07/2023,Chaayos,Food & Dining,133.93,Net Banking,Noida,Expense,-105911.25
100655,2023-07-09,Coursera,Education,2401.2,Debit Card,Gurugram,Expense,-108312.45
100656,10-Jul-2023,Swiggy,Food & Dining,308.36,Debit Card,Gurugram,Expense,-108620.81
100657,2023-07-10,Stationery,misc,719.28,Credit Card,Hyderabad,Expense,-109340.09
100658,10-Jul-2023,Gift Shop,Miscellaneous,522.73,UPI,Mumbai,Expense,-109862.82
100659,10/07/2023,DMart,Groceries,613.27,UPI,Online,Expense,-110476.09
100660,10/07/2023,BSES,Utility Bills,602.43,Cash,New Delhi,Expense,-111078.52
100661,11-Jul-2023,Campus Canteen,Food & Dining,-240.66,UPI,New Delhi,Expense,-111319.18
100662,11-Jul-2023,Delhi Metro,Transportation,111.39,Net Banking,Online,Expense,-111430.57
100663,11/07/2023,Delhi Metro,Transportation,83.59,Debit Card,Mumbai,Expense,-111514.16
100664,11/07/2023,Gift Shop,Miscellaneous,497.28,Credit Card,Gurugram,Expense,-112011.44
100665,2023-07-12,Printing Shop,misc,114.28,Cash,Hyderabad,Expense,-112125.72
100666,12-Jul-2023,BookMyShow,Entertainment,707.23,Debit Card,Online,Expense,-112832.95
100667,12-Jul-2023,Campus Canteen,food & dining,93.65,Credit Card,Gurugram,Expense,-112926.6
100668,2023-07-13,Chaayos,Food & Dining,96.47,Net Banking,Online,Expense,-113023.07
100669,13/07/2023,Uber,Transportation,126.77,UPI,Noida,Expense,-113149.84
100670,2023-07-13,BigBasket,Groceries,800.62,Cash,New Delhi,Expense,-113950.46
100671,13/07/2023,Ola,Transportation,175.55,Net Banking,Hyderabad,Expense,-114126.01
100672,2023-07-14,Udemy,Education,1849.91,Net Banking,Online,Expense,-115975.92
100673,2023-07-14,Tata 1mg,Health,291.99,UPI,New Delhi,Expense,-116267.91
100674,15/07/2023,Coursera,Education,1112.68,Debit Card,Online,Expense,-117380.59
100675,2023-07-15,Domino's,FOOD,188.21,Cash,Mumbai,Expense,-117568.8
100676,16/07/2023,NPS,Investment,2217.67,Credit Card,Online,Expense,-119786.47
100677,2023-07-16,Stationery,Miscellaneous,479.02,Credit Card,Gurugram,Expense,-120265.49
100678,16/07/2023,Domino's,Food & Dining,86.87,,Online,Expense,-120352.36
100679,2023-07-16,Hostel Laundry,Bills,543.73,UPI,New Delhi,Expense,-120896.09
100680,16/07/2023,,Health,1269.95,Credit Card,New Delhi,Expense,-122166.04
100680,2023-07-16,,Health,1269.95,Credit Card,New Delhi,Expense,-122166.04
100681,16-Jul-2023,Myntra,Shopping,418.45,Credit Card,Gurugram,Expense,-122584.49
100682,18-Jul-2023,BigBasket,Groceries,844.18,Debit Card,Gurugram,Expense,-123428.67
100683,19-Jul-2023,Burger King,Food & Dining,93.4,Cash,Noida,Expense,-123522.07
100684,2023-07-19,Ola,Commute,57.47,Credit Card,Mumbai,Expense,-123579.54
100685,19-Jul-2023,DMart,Groceries,617.7,UPI,Hyderabad,Expense,-124197.24
100686,2023-07-19,Ola,Transportation,189.45,Debit Card,Mumbai,Expense,-124386.69
100687,19-Jul-2023,  DMart ,  Groceries ,799.8,Cash,  nan ,Expense,-125186.49
100688,19-Jul-2023,Practo,Health,920.55,Cash,Noida,Expense,-126107.04
100689,20/07/2023,Airtel,Bills,957.08,Credit Card,Online,Expense,-127064.12
100690,21-Jul-2023,Gate Academy,Education,883.01,Credit Card,Gurugram,Expense,-127947.13
100691,21-Jul-2023,McDonald's,Food & Dining,135.82,Net Banking,New Delhi,Expense,-128082.95
100692,21-Jul-2023,Gift Shop,Miscellaneous,564.74,Debit Card,Hyderabad,Expense,-128647.69
100693,21-Jul-2023,Zomato,Food & Dining,117.37,Debit Card,Gurugram,Expense,-128765.06
100694,21-Jul-2023,Flipkart,Shopping,2049.77,UPI,Noida,Expense,-130814.83
100695,22-Jul-2023,Udemy,Education,2060.99,UPI,Online,Expense,-132875.82
100696,22/07/2023,McDonald's,Food & Dining,101.16,Credit Card,Mumbai,Expense,-132976.98
100697,22-Jul-2023,Rapido,Transportation,162.2,UPI,Online,Expense,-133139.18
100698,22-Jul-2023,Amazon,Shopping,2181.03,Credit Card,Noida,Expense,-135320.21
100699,2023-07-22,Amazon,Shopping,2426.06,Cash,Noida,Expense,-137746.27
100700,22/07/2023,Airtel,Bills,410.94,Cash,New Delhi,Expense,-138157.21
100701,22/07/2023,Ola,Transportation,59.1,Debit Card,New Delhi,Expense,-138216.31
100702,2023-07-23,Practo,Health,121.02,Net Banking,Hyderabad,Expense,-138337.33
100703,23/07/2023,BookMyShow,Entertainment,145.93,Credit Card,Hyderabad,Expense,-138483.26
100704,2023-07-23,  Myntra ,  Shopping ,937.28,Cash,  Online ,Expense,-139420.54
100705,23/07/2023,DMart,Groceries,242.37,Cash,Mumbai,Expense,-139662.91
100706,23-Jul-2023,Reliance Fresh,Groceries,617.1,Cash,New Delhi,Expense,-140280.01
100707,23/07/2023,Ola,Transportation,92.27,Debit Card,Hyderabad,Expense,-140372.28
100708,24/07/2023,Reliance Fresh,Groceries,705.69,Debit Card,Mumbai,Expense,-141077.97
100709,24/07/2023,Chaayos,Food & Dining,175.93,Debit Card,Online,Expense,-141253.9
100710,24/07/2023,Zomato,Food & Dining,81.11,Credit Card,Mumbai,Expense,-141335.01
100711,2023-07-24,Amazon,shopping,953.59,UPI,New Delhi,Expense,-142288.6
100712,25/07/2023,Delhi Metro,Transportation,191.06,Debit Card,Mumbai,Expense,-142479.66
100713,2023-07-25,Reliance Fresh,Groceries,307.04,Net Banking,Noida,Expense,-142786.7
100714,25/07/2023,Hostel Fee,Rent,5235.27,Credit Card,Online,Expense,-148021.97
100715,2023-07-25,DMart,Groceries,862.08,UPI,Gurugram,Expense,-148884.05
100716,26/07/2023,Ola,Transportation,210.63,Credit Card,Online,Expense,-149094.68
100717,26-Jul-2023,Blinkit,Groceries,236.63,Cash,Online,Expense,-149331.31
100718,26/07/2023,BookMyShow,Entertainment,729.78,Debit Card,Mumbai,Expense,-150061.09
100719,27-Jul-2023,LeetCode,Education,344.51,Debit Card,Gurugram,Expense,-150405.6
100720,27/07/2023,Hostel Fee,Rent,5949.73,Net Banking,Mumbai,Expense,-156355.33
100721,28/07/2023,Uber,Transportation,110.81,Net Banking,Hyderabad,Expense,-156466.14
100722,28/07/2023,PVR Cinemas,Entertainment,631.65,UPI,Hyderabad,Expense,-157097.79
100723,28/07/2023,Stationery,Miscellaneous,93.98,UPI,Online,Expense,-157191.77
100724,01-Aug-2023,IIT Delhi,Salary/Stipend,17820.87,Net Banking,New Delhi,Income,-139370.9
100725,01-Aug-2023,Coursera,Education,1229.25,UPI,Online,Expense,-140600.15
100726,2023-08-01,Rapido,Transportation,209.09,Credit Card,Hyderabad,Expense,-140809.24
100727,01-Aug-2023,Zomato,Food & Dining,305.01,UPI,Noida,Expense,-141114.25
100728,02/08/2023,,Family Support,35138.59,Net Banking,Hyderabad,Income,-105975.66
100728,2023-08-02,,Family Support,35138.59,Net Banking,Hyderabad,Income,-105975.66
100729,2023-08-02,Printing Shop,Miscellaneous,159.82,Debit Card,Noida,Expense,-106135.48
100730,2023-08-02,Chaayos,FOOD,167.11,Net Banking,Mumbai,Expense,-106302.59
100731,02/08/2023,DMart,Groceries,490.98,Debit Card,New Delhi,Expense,-106793.57
100732,03-Aug-2023,Delhi Metro,transportation,143.52,Credit Card,Noida,Expense,-106937.09
100733,03-Aug-2023,Stationery,Miscellaneous,78.41,Credit Card,Gurugram,Expense,-107015.5
100734,03-Aug-2023,  BSES ,  utilities ,870.97,Net Banking,  New Delhi ,Expense,-107886.47
100735,03-Aug-2023,BSES,Bills,690.87,,Mumbai,Expense,-108577.34
100736,2023-08-03,Coursera,Education,468.22,Net Banking,Mumbai,Expense,-109045.56
100737,04-Aug-2023,Hostel Fee,Rent,4678.06,UPI,New Delhi,Expense,-113723.62
100738,04/08/2023,DMart,Groceries,566.3,UPI,Hyderabad,Expense,-114289.92
100739,04-Aug-2023,Spotify,Entertainment,440.88,Net Banking,New Delhi,Expense,-114730.8
100740,2023-08-04,Ola,Transportation,184.98,Cash,Gurugram,Expense,-114915.78
100741,05-Aug-2023,Gift Shop,Others,767.14,UPI,Hyderabad,Expense,-115682.92
100742,2023-08-05,Flipkart,Shopping,2182.11,,Mumbai,Expense,-117865.03
100743,2023-08-05,Gift Shop,Miscellaneous,617.9,Credit Card,Noida,Expense,-118482.93
100744,05/08/2023,Gate Academy,Education,314.51,Credit Card,Noida,Expense,-118797.44
100745,05/08/2023,Chaayos,Food & Dining,190.91,Net Banking,Noida,Expense,-118988.35
100746,2023-08-06,Rapido,Transportation,44.45,Credit Card,Mumbai,Expense,-119032.8
100747,06/08/2023,Zomato,food & dining,264.32,Net Banking,New Delhi,Expense,-119297.12
100748,06-Aug-2023,Uber,Commute,70.59,Net Banking,Noida,Expense,-119367.71
100749,2023-08-06,Burger King,Food & Dining,149.73,Cash,Hyderabad,Expense,-119517.44
100750,06-Aug-2023,BSES,Bills,661.89,,Hyderabad,Expense,-120179.33
100751,07/08/2023,Domino's,Food & Dining,260.97,Credit Card,Gurugram,Expense,-120440.3
100752,07-Aug-2023,Burger King,Food & Dining,280.79,Cash,Noida,Expense,-120721.09
100753,07-Aug-2023,BookMyShow,Entertainment,608.16,Net Banking,Noida,Expense,-121329.25
100754,07-Aug-2023,Zomato,Food & Dining,253.74,Credit Card,Noida,Expense,-121582.99
100755,2023-08-08,BigBasket,Groceries,581.22,Cash,,Expense,-122164.21
100756,08-Aug-2023,Swiggy,Dining,285.6,Debit Card,Gurugram,Expense,-122449.81
100757,09/08/2023,Spotify,entertainment,386.45,Credit Card,New Delhi,Expense,-122836.26
100758,10-Aug-2023,Stationery,Miscellaneous,298.3,Net Banking,Hyderabad,Expense,-123134.56
100759,11-Aug-2023,Domino's,Dining,261.3,UPI,Noida,Expense,-123395.86
100760,2023-08-11,Printing Shop,Miscellaneous,504.62,Cash,Online,Expense,-123900.48
100761,2023-08-11,Hostel Laundry,Bills,380.52,Credit Card,New Delhi,Expense,-124281.0
100762,2023-08-11,DMart,Groceries,453.34,Cash,Mumbai,Expense,-124734.34
100763,11/08/2023,Domino's,Food & Dining,236.76,Credit Card,Mumbai,Expense,-124971.1
100764,2023-08-11,Blinkit,Groceries,423.37,Credit Card,New Delhi,Expense,-125394.47
100765,2023-08-12,Jio,Bills,419.64,,Hyderabad,Expense,-125814.11
100766,12-Aug-2023,DMart,Groceries,217.92,Credit Card,Hyderabad,Expense,-126032.03
100767,13/08/2023,BookMyShow,Entertainment,112.44,UPI,Hyderabad,Expense,-126144.47
100768,2023-08-13,Gift Shop,Others,744.86,Debit Card,Hyderabad,Expense,-126889.33
100769,13-Aug-2023,Chaayos,food & dining,237.11,Net Banking,Noida,Expense,-127126.44
100770,2023-08-13,Jio,Utility Bills,352.8,UPI,New Delhi,Expense,-127479.24
100771,14/08/2023,BookMyShow,Entertainment,487.26,Net Banking,Noida,Expense,-127966.5
100772,2023-08-15,Apollo Pharmacy,Health,767.92,Debit Card,New Delhi,Expense,-128734.42
100773,15-Aug-2023,Groww,Investment,2926.23,Credit Card,Online,Expense,-131660.65
100774,16-Aug-2023,McDonald's,Food & Dining,277.9,Cash,Gurugram,Expense,-131938.55
100775,16-Aug-2023,Gift Shop,Miscellaneous,411.14,Credit Card,Hyderabad,Expense,-132349.69
100776,2023-08-16,Chaayos,Food & Dining,243.76,Cash,Noida,Expense,-132593.45
100777,2023-08-17,BSES,Bills,1075.08,Net Banking,Gurugram,Expense,-133668.53
100778,17/08/2023,BigBasket,Groceries,362.12,Net Banking,Hyderabad,Expense,-134030.65
100779,2023-08-17,Chaayos,Food & Dining,260.52,Debit Card,Online,Expense,-134291.17
100780,17-Aug-2023,Gift Shop,Miscellaneous,676.6,Cash,Noida,Expense,-134967.77
100781,2023-08-17,Campus Canteen,Food,312.09,Cash,Noida,Expense,-135279.86
100782,18/08/2023,Delhi Metro,Transportation,118.56,Credit Card,Noida,Expense,-135398.42
100783,2023-08-18,Delhi Metro,Transportation,201.68,UPI,Mumbai,Expense,-135600.1
100784,2023-08-18,Gate Academy,Education,1513.51,Credit Card,Gurugram,Expense,-137113.61
100785,19-Aug-2023,Delhi Metro,Transportation,225.03,Credit Card,Online,Expense,-137338.64
100786,20/08/2023,Uber,Transportation,177.75,Debit Card,Online,Expense,-137516.39
100787,2023-08-20,Stationery,Miscellaneous,125.03,Credit Card,Gurugram,Expense,-137641.42
100788,20/08/2023,Airtel,Utility Bills,295.16,Net Banking,Hyderabad,Expense,-137936.58
100789,2023-08-21,Netflix,Entertainment,132.55,Cash,Online,Expense,-138069.13
100790,21/08/2023,Stationery,Miscellaneous,751.63,Credit Card,Noida,Expense,-138820.76
100791,21/08/2023,Tata 1mg,Health,1297.87,Net Banking,Hyderabad,Expense,-140118.63
100792,2023-08-21,Ola,Transportation,75.28,UPI,Mumbai,Expense,-140193.91
100793,2023-08-21,Reliance Fresh,Groceries,182.89,Debit Card,Hyderabad,Expense,-140376.8
100794,2023-08-21,Jio,utilities,331.86,Cash,New Delhi,Expense,-140708.66
100795,21-Aug-2023,Blinkit,Groceries,280.39,Debit Card,Hyderabad,Expense,-140989.05
100796,2023-08-21,Airtel,Utility Bills,277.24,Net Banking,Noida,Expense,-141266.29
100797,22-Aug-2023,Reliance Fresh,Groceries,223.08,UPI,Gurugram,Expense,-141489.37
100798,22-Aug-2023,Blinkit,Groceries,577.98,Net Banking,Gurugram,Expense,-142067.35
100799,22/08/2023,Flipkart,Shopping,412.27,UPI,Online,Expense,-142479.62
100800,22/08/2023,NPS,Investment,860.19,Debit Card,New Delhi,Expense,-143339.81
100801,22/08/2023,,Bills,180.46,Debit Card,New Delhi,Expense,-143520.27
100801,22-Aug-2023,,Bills,180.46,Debit Card,New Delhi,Expense,-143520.27
100802,22-Aug-2023,BigBasket,Groceries,396.26,Net Banking,Noida,Expense,-143916.53
100803,22-Aug-2023,Spotify,Entertainment,165.23,Net Banking,Hyderabad,Expense,-144081.76
100804,23-Aug-2023,DMart,Groceries,627.66,Debit Card,Hyderabad,Expense,-144709.42
100805,23/08/2023,Rapido,Transportation,200.7,Debit Card,Gurugram,Expense,-144910.12
100806,2023-08-24,Spotify,entertainment,237.53,Debit Card,Online,Expense,-145147.65
100807,24-Aug-2023,Chaayos,Food & Dining,303.76,Cash,Mumbai,Expense,-145451.41
100808,24-Aug-2023,Burger King,Food & Dining,81.59,UPI,Mumbai,Expense,-145533.0
100809,24/08/2023,NPS,Investment,2094.06,Debit Card,New Delhi,Expense,-147627.06
100810,25/08/2023,,Shopping,996.94,  Debit Card ,Mumbai,Expense,-148624.0
100810,25/08/2023,,SHOPPING,996.94,Debit Card,Mumbai,Expense,-148624.0
100811,25-Aug-2023,IndiGo,Travel,7386.14,Debit Card,Online,Expense,-156010.14
100812,2023-08-25,DMart,Groceries,571.0,UPI,Mumbai,Expense,-156581.14
100813,25/08/2023,Burger King,Food & Dining,105.91,,New Delhi,Expense,-156687.05
100814,25/08/2023,AJIO,Shopping,2268.18,Net Banking,Online,Expense,-158955.23
100815,26/08/2023,BigBasket,Groceries,769.43,Net Banking,Hyderabad,Expense,-159724.66
100816,26/08/2023,Delhi Metro,Transportation,165.74,Net Banking,Hyderabad,Expense,-159890.4
100817,2023-08-26,Campus Canteen,Food,291.76,Debit Card,Mumbai,Expense,-160182.16
100818,26/08/2023,Coursera,Education,1139.02,Cash,Gurugram,Expense,-161321.18
100819,26/08/2023,Chaayos,Food & Dining,281.62,Net Banking,Gurugram,Expense,-161602.8
100820,27-Aug-2023,Stationery,misc,180.24,UPI,Online,Expense,-161783.04
100821,2023-08-27,BookMyShow,Entertainment,122.61,UPI,Hyderabad,Expense,-161905.65
100822,27-Aug-2023,Domino's,Food & Dining,139.61,Credit Card,New Delhi,Expense,-162045.26
100823,27-Aug-2023,Gift Shop,Miscellaneous,441.03,Debit Card,Hyderabad,Expense,-162486.29
100824,28/08/2023,SBI Savings,Interest,240.37,Net Banking,Online,Income,-162245.92
100825,2023-08-28,Flipkart,Shopping,1913.86,Net Banking,Online,Expense,-164159.78
100826,28-Aug-2023,Swiggy,Food & Dining,295.91,Net Banking,Online,Expense,-164455.69
100827,28/08/2023,Reliance Fresh,Groceries,574.36,Cash,Gurugram,Expense,-165030.05
100828,2023-08-28,BIGBASKET,Groceries,414.67,Cash,Online,Expense,-165444.72
100829,01-Sep-2023,IIT Delhi,Salary/Stipend,14222.26,Net Banking,New Delhi,Income,-151222.46
100830,02-Sep-2023,Parents,Family Support,38952.86,Net Banking,Hyderabad,Income,-112269.6
100831,2023-09-02,McDonald's,FOOD,311.8,UPI,Mumbai,Expense,-112581.4
100832,2023-09-03,Groww,Investment,513.23,Cash,Hyderabad,Expense,-113094.63
100833,03-Sep-2023,McDonald's,Food & Dining,107.81,Net Banking,New Delhi,Expense,-113202.44
100834,2023-09-03,Stationery,Miscellaneous,73.8,,Gurugram,Expense,-113276.24
100835,2023-09-04,,Rent,5545.06,UPI,New Delhi,Expense,-118821.3
100835,04/09/2023,,Rent,5545.06,UPI,New Delhi,Expense,-118821.3
100836,2023-09-04,Campus Canteen,Food & Dining,313.23,Credit Card,Online,Expense,-119134.53
100837,04/09/2023,Spotify,Entertainment,764.47,Net Banking,Online,Expense,-119899.0
100838,2023-09-04,Uber,transportation,113.64,Net Banking,Gurugram,Expense,-120012.64
100839,2023-09-04,Gift Shop,Miscellaneous,334.57,Debit Card,Hyderabad,Expense,-120347.21
100840,04-Sep-2023,Zerodha,Investment,555.33,Debit Card,Noida,Expense,-120902.54
100841,04/09/2023,Flipkart,Shopping,2113.57,Cash,Online,Expense,-123016.11
100842,2023-09-05,McDonald's,Dining,338.97,UPI,Noida,Expense,-123355.08
100843,05-Sep-2023,Jio,Bills,610.13,Debit Card,Online,Expense,-123965.21
100844,05/09/2023,Spotify,Entertainment,410.21,Net Banking,Noida,Expense,-124375.42
100845,06-Sep-2023,BigBasket,Groceries,568.17,Net Banking,Hyderabad,Expense,-124943.59
100846,06-Sep-2023,Zerodha,Investment,1357.74,Cash,Noida,Expense,-126301.33
100847,06-Sep-2023,Groww,Investment,1534.97,Credit Card,Mumbai,Expense,-127836.3
100848,06/09/2023,NPS,Investment,2244.06,Net Banking,Online,Expense,-130080.36
100849,07/09/2023,McDonald's,Food & Dining,281.46,Credit Card,Noida,Expense,-130361.82
100850,07-Sep-2023,Spotify,Entertainment,710.92,Credit Card,Noida,Expense,-131072.74
100851,07/09/2023,McDonald's,Food & Dining,348.52,UPI,Hyderabad,Expense,-131421.26
100852,07/09/2023,Domino's,Food & Dining,252.4,UPI,Mumbai,Expense,-131673.66
100853,08-Sep-2023,Delhi Metro,Transportation,34.74,UPI,Hyderabad,Expense,-131708.4
100854,08/09/2023,Campus Canteen,Food & Dining,89.74,UPI,Noida,Expense,-131798.14
100855,2023-09-08,Delhi Metro,transportation,117.12,Debit Card,Mumbai,Expense,-131915.26
100856,2023-09-08,Stationery,Miscellaneous,595.33,Credit Card,New Delhi,Expense,-132510.59
100857,09/09/2023,Jio,Bills,698.1,UPI,Mumbai,Expense,-133208.69
100858,2023-09-09,Rapido,Transportation,104.1,Credit Card,Online,Expense,-133312.79
100859,2023-09-09,Flipkart,Shopping,671.09,Debit Card,Online,Expense,-133983.88
100860,09-Sep-2023,,food & dining,138.18,UPI,Online,Expense,-134122.06
100861,09/09/2023,MakeMyTrip,Travel,4646.26,Cash,Noida,Expense,-138768.32
100862,2023-09-10,Blinkit,Groceries,406.43,,Online,Expense,-139174.75
